104.26.7.21-192.168.10.103-443-60360-17,192.168.10.103,60360,104.26.7.21,443,17,2026-02-26 18:44:01,331081,11,13,5774,5399,1292,84,524.9090909090909,578.747936111844,1242,65,415.3076923076923,482.058627876381,33747.01318326006,72.4897803990192,0.02824223041534424,0.03936164755419756,0.11078119277954102,0.0,0.3310811519622803,0.03310811519622803,0.0388273017270684,0.11078119277954102,2.47955322265625e-05,0.29024791717529297,0.024187326431274414,0.039344414748773766,0.1107029914855957,0.0,0,0,0,0,308,364,33.224482682883796,39.2652977161354,65,1292,465.5416666666667,531.3881960775527,282373.41493055556,0,0,0,0,0,0,0,0,1.1818181818181819,465.5416666666667,524.9090909090909,415.3076923076923,308,0,0,0,0,0,0,11,5774,13,5399,-1,-1,11,65,0.0013152658939361572,0.0016986258621347612,0.004286527633666992,7.843971252441406e-05,0,0,0,0,UDP 60360 -> 443 Len=1258,UDP: cf 00 00 00 01 08 ce c7 74 61 b6 f6 9e 58 00 00 44 d0 d6 e7 80 67 d1 f8 3a d5 db d0 61 91 7c 5f ........ta...X..D....g..:...a.|_
192.168.10.1-192.168.10.103-53-53585-17,192.168.10.103,53585,192.168.10.1,53,17,2026-02-26 18:44:03,16199,1,1,76,171,76,76,76.0,0,171,171,171.0,0,15247.749440715883,123.46355822442011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,28,61.731779112210056,61.731779112210056,76,171,123.5,47.5,2256.25,0,0,0,0,0,0,0,0,1.0,123.5,76.0,171.0,28,0,0,0,0,0,0,1,76,1,171,-1,-1,1,76,0.00040841102600097656,0,0.00040841102600097656,0.00040841102600097656,0,0,0,0,DNS Standard query 0x46ac 65 cdn.jsdelivr.net.,UDP: 46 ac 01 00 00 01 00 00 00 00 00 00 03 63 64 6e 08 6a 73 64 65 6c 69 76 72 03 6e 65 74 00 00 41 F............cdn.jsdelivr.net..A
192.168.10.1-192.168.10.103-53-58958-17,192.168.10.103,58958,192.168.10.1,53,17,2026-02-26 18:44:03,14327,1,1,76,225,76,76,76.0,0,225,225,225.0,0,21009.210943220394,139.5960860014644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,28,69.7980430007322,69.7980430007322,76,225,150.5,74.5,5550.25,0,0,0,0,0,0,0,0,1.0,150.5,76.0,225.0,28,0,0,0,0,0,0,1,76,1,225,-1,-1,1,76,0.0005574226379394531,0,0.0005574226379394531,0.0005574226379394531,0,0,0,0,DNS Standard query 0x320c AAAA cdn.jsdelivr.net.,UDP: 32 0c 01 00 00 01 00 00 00 00 00 00 03 63 64 6e 08 6a 73 64 65 6c 69 76 72 03 6e 65 74 00 00 1c 2............cdn.jsdelivr.net...
192.168.10.1-192.168.10.103-53-57319-17,192.168.10.103,57319,192.168.10.1,53,17,2026-02-26 18:44:03,16942,1,1,76,246,76,76,76.0,0,246,246,246.0,0,19005.993357725867,118.0496481846327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,28,59.02482409231635,59.02482409231635,76,246,161.0,85.0,7225.0,0,0,0,0,0,0,0,0,1.0,161.0,76.0,246.0,28,0,0,0,0,0,0,1,76,1,246,-1,-1,1,76,0,0,0,0,0,0,0,0,DNS Standard query 0xb3bf A cdn.jsdelivr.net.,UDP: b3 bf 01 00 00 01 00 00 00 00 00 00 03 63 64 6e 08 6a 73 64 65 6c 69 76 72 03 6e 65 74 00 00 01 .............cdn.jsdelivr.net...
192.168.10.1-192.168.10.103-53-58714-17,192.168.10.103,58714,192.168.10.1,53,17,2026-02-26 18:44:03,15784,1,1,80,153,80,80,80.0,0,153,153,153.0,0,14761.760524447533,126.71039076778997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,28,63.35519538389499,63.35519538389499,80,153,116.5,36.5,1332.25,0,0,0,0,0,0,0,0,1.0,116.5,80.0,153.0,28,0,0,0,0,0,0,1,80,1,153,-1,-1,1,80,0,0,0,0,0,0,0,0,DNS Standard query 0x5c46 65 cdnjs.cloudflare.com.,UDP: 5c 46 01 00 00 01 00 00 00 00 00 00 05 63 64 6e 6a 73 0a 63 6c 6f 75 64 66 6c 61 72 65 03 63 6f \F...........cdnjs.cloudflare.co
192.168.10.1-192.168.10.103-53-55265-17,192.168.10.103,55265,192.168.10.1,53,17,2026-02-26 18:44:03,18596,1,1,80,136,80,80,80.0,0,136,136,136.0,0,11615.293520346675,107.54901407728403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,28,53.774507038642014,53.774507038642014,80,136,108.0,28.0,784.0,0,0,0,0,0,0,0,0,1.0,108.0,80.0,136.0,28,0,0,0,0,0,0,1,80,1,136,-1,-1,1,80,0,0,0,0,0,0,0,0,DNS Standard query 0x2385 AAAA cdnjs.cloudflare.com.,UDP: 23 85 01 00 00 01 00 00 00 00 00 00 05 63 64 6e 6a 73 0a 63 6c 6f 75 64 66 6c 61 72 65 03 63 6f #............cdnjs.cloudflare.co
192.168.10.1-192.168.10.103-53-51722-17,192.168.10.103,51722,192.168.10.1,53,17,2026-02-26 18:44:03,28228,1,1,80,112,80,80,80.0,0,112,112,112.0,0,6801.516608812425,70.8491313417961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,28,35.42456567089805,35.42456567089805,80,112,96.0,16.0,256.0,0,0,0,0,0,0,0,0,1.0,96.0,80.0,112.0,28,0,0,0,0,0,0,1,80,1,112,-1,-1,1,80,0,0,0,0,0,0,0,0,DNS Standard query 0x9f14 A cdnjs.cloudflare.com.,UDP: 9f 14 01 00 00 01 00 00 00 00 00 00 05 63 64 6e 6a 73 0a 63 6c 6f 75 64 66 6c 61 72 65 03 63 6f .............cdnjs.cloudflare.co
192.168.10.1-192.168.10.103-53-61994-17,192.168.10.103,61994,192.168.10.1,53,17,2026-02-26 18:44:04,159741,1,3,84,423,84,84,84.0,0,141,141,141.0,0.0,3173.870275788575,25.0403966531643,0.07050144672393799,0.07050144672393799,0.14100289344787598,0.0,0,0,0,0,0,0.14100289344787598,0.07050144672393799,0.07050144672393799,0.14100289344787598,0.0,0,0,0,0,28,84,6.260099163291075,18.780297489873224,84,141,126.75,24.681724007856502,609.1875,0,0,0,0,0,0,0,0,3.0,126.75,84.0,141.0,28,0,0,0,0,0,0,1,84,3,423,-1,-1,1,84,0.0017963250478108723,0.00012452988840018823,0.0019724369049072266,0.0017082691192626953,0,0,0,0,DNS Standard query 0x8bc9 65 www.google-analytics.com.,UDP: 8b c9 01 00 00 01 00 00 00 00 00 00 03 77 77 77 10 67 6f 6f 67 6c 65 2d 61 6e 61 6c 79 74 69 63 .............www.google-analytic
192.168.10.1-192.168.10.103-53-57456-17,192.168.10.103,57456,192.168.10.1,53,17,2026-02-26 18:44:04,19176,1,1,84,112,84,84,84.0,0,112,112,112.0,0,10220.59805554865,104.29181689335356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,28,52.14590844667678,52.14590844667678,84,112,98.0,14.0,196.0,0,0,0,0,0,0,0,0,1.0,98.0,84.0,112.0,28,0,0,0,0,0,0,1,84,1,112,-1,-1,1,84,0.002573251724243164,0,0.002573251724243164,0.002573251724243164,0,0,0,0,DNS Standard query 0x6a37 AAAA www.google-analytics.com.,UDP: 6a 37 01 00 00 01 00 00 00 00 00 00 03 77 77 77 10 67 6f 6f 67 6c 65 2d 61 6e 61 6c 79 74 69 63 j7...........www.google-analytic
192.168.10.1-192.168.10.103-53-52235-17,192.168.10.103,52235,192.168.10.1,53,17,2026-02-26 18:44:04,19565,1,1,84,100,84,84,84.0,0,100,100,100.0,0,9404.15446292573,102.21907024919271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,28,51.109535124596356,51.109535124596356,84,100,92.0,8.0,64.0,0,0,0,0,0,0,0,0,1.0,92.0,84.0,100.0,28,0,0,0,0,0,0,1,84,1,100,-1,-1,1,84,0.003082275390625,0,0.003082275390625,0.003082275390625,0,0,0,0,DNS Standard query 0x3599 A www.google-analytics.com.,UDP: 35 99 01 00 00 01 00 00 00 00 00 00 03 77 77 77 10 67 6f 6f 67 6c 65 2d 61 6e 61 6c 79 74 69 63 5............www.google-analytic
142.250.198.142-192.168.10.103-443-56247-17,192.168.10.103,56247,142.250.198.142,443,17,2026-02-26 18:44:04,343311,9,13,6270,6429,1292,73,696.6666666666666,568.954206319708,1292,63,494.53846153846155,511.1478207667096,36989.77707991452,64.08182500654536,0.02110379934310913,0.04197876833975872,0.13986706733703613,0.0,0.21754813194274902,0.027193516492843628,0.04731828704652159,0.13986706733703613,5.793571472167969e-05,0.2045278549194336,0.0170439879099528,0.03745854981191751,0.1260519027709961,0.0,0,0,0,0,252,364,26.215292048132195,37.86653295841317,63,1292,577.2272727272727,544.6932357523638,296690.72107438016,0,0,0,0,0,0,0,0,1.4444444444444444,577.2272727272727,696.6666666666666,494.53846153846155,252,0,0,0,0,0,0,9,6270,13,6429,-1,-1,9,63,0.002558588981628418,0.00016582012176513672,0.0027244091033935547,0.0023927688598632812,0,0,0,0,UDP 56247 -> 443 Len=1258,UDP: cc 00 00 00 01 08 2d 3e 88 00 bb 1e d3 5c 00 40 47 00 ba c7 7e e2 7b 9a 5c 69 67 ef 44 ae 7b 73 ......->.....\.@G...~.{.\ig.D.{s
192.168.10.1-192.168.10.103-53-54598-17,192.168.10.103,54598,192.168.10.1,53,17,2026-02-26 18:44:04,120617,1,1,77,233,77,77,77.0,0,233,233,233.0,0,2570.1154169261026,16.58138978662002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,28,8.29069489331001,8.29069489331001,77,233,155.0,78.0,6084.0,0,0,0,0,0,0,0,0,1.0,155.0,77.0,233.0,28,0,0,0,0,0,0,1,77,1,233,-1,-1,1,77,0.004231452941894531,0,0.004231452941894531,0.004231452941894531,0,0,0,0,DNS Standard query 0xd6ef 65 api.datadoghq.com.,UDP: d6 ef 01 00 00 01 00 00 00 00 00 00 03 61 70 69 09 64 61 74 61 64 6f 67 68 71 03 63 6f 6d 00 00 .............api.datadoghq.com..
192.168.10.1-192.168.10.103-53-59724-17,192.168.10.103,59724,192.168.10.1,53,17,2026-02-26 18:44:04,120454,1,1,77,370,77,77,77.0,0,370,370,370.0,0,3710.957953054208,16.60383871612621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,28,8.301919358063104,8.301919358063104,77,370,223.5,146.5,21462.25,0,0,0,0,0,0,0,0,1.0,223.5,77.0,370.0,28,0,0,0,0,0,0,1,77,1,370,-1,-1,1,77,0.00439453125,0,0.00439453125,0.00439453125,0,0,0,0,DNS Standard query 0x24de AAAA api.datadoghq.com.,UDP: 24 de 01 00 00 01 00 00 00 00 00 00 03 61 70 69 09 64 61 74 61 64 6f 67 68 71 03 63 6f 6d 00 00 $............api.datadoghq.com..
192.168.10.1-192.168.10.103-53-58624-17,192.168.10.103,58624,192.168.10.1,53,17,2026-02-26 18:44:04,120334,1,1,77,334,77,77,77.0,0,334,334,334.0,0,3415.4893306757435,16.62038603735155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,28,8.310193018675776,8.310193018675776,77,334,205.5,128.5,16512.25,0,0,0,0,0,0,0,0,1.0,205.5,77.0,334.0,28,0,0,0,0,0,0,1,77,1,334,-1,-1,1,77,0,0,0,0,0,0,0,0,DNS Standard query 0xe4c5 A api.datadoghq.com.,UDP: e4 c5 01 00 00 01 00 00 00 00 00 00 03 61 70 69 09 64 61 74 61 64 6f 67 68 71 03 63 6f 6d 00 00 .............api.datadoghq.com..
123.30.98.120-192.168.10.103-443-15864-6,192.168.10.103,15864,123.30.98.120,443,6,2026-02-26 18:44:04,127587,3,4,162,240,54,54,54.0,0.0,78,54,60.0,10.392304845413264,3150.789249148352,54.86448941303101,0.0255338191986084,0.04747264663937592,0.12031006813049316,0.0,0.1203460693359375,0.06017303466796875,0.060137033462524414,0.12031006813049316,3.600120544433594e-05,0.007323026657104492,0.0024410088857014975,0.0034521078720322934,0.007323026657104492,0.0,1,1,0,0,120,160,23.513352605584718,31.351136807446288,54,78,57.42857142857143,8.398250546685182,70.53061224489795,3,0,2,1,6,0,0,0,1.3333333333333333,57.42857142857143,54.0,60.0,120,0,0,0,0,0,0,3,162,4,240,515,501,3,54,0,0,0,0,0,0,0,0,"TLS 15864 -> 443 [FIN, ACK] Seq=2718914216 Ack=2978588368 Win=515 Len=0",TCP: No payload data
192.168.10.103-192.168.10.255-57621-57621-17,192.168.10.103,57621,192.168.10.255,57621,17,2026-02-26 18:44:06,1,1,0,86,0,86,86,86.0,0,0,0,0,0,86000000.0,1000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,1000000.0,0.0,86,86,86.0,0,0,0,0,0,0,0,0,0,0,0.0,86.0,86.0,0,28,0,0,0,0,0,0,1,86,0,0,-1,-1,1,86,0.00016355514526367188,0,0.00016355514526367188,0.00016355514526367188,0,0,0,0,UDP 57621 -> 57621 Len=52,UDP: 53 70 6f 74 55 64 70 30 a1 0a bb 1c b2 e0 71 97 00 01 00 04 48 95 c2 03 ac cb f1 e0 20 07 c4 a7 SpotUdp0......q.....H....... ...
192.168.10.1-192.168.10.103-53-57136-17,192.168.10.103,57136,192.168.10.1,53,17,2026-02-26 18:44:07,18068,1,1,78,179,78,78,78.0,0,179,179,179.0,0,14223.98332079754,110.69247720465012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,28,55.34623860232506,55.34623860232506,78,179,128.5,50.5,2550.25,0,0,0,0,0,0,0,0,1.0,128.5,78.0,179.0,28,0,0,0,0,0,0,1,78,1,179,-1,-1,1,78,0.004687666893005371,0.0017768144607543945,0.006464481353759766,0.0029108524322509766,0,0,0,0,DNS Standard query 0xdc7a 65 edge.microsoft.com.,UDP: dc 7a 01 00 00 01 00 00 00 00 00 00 04 65 64 67 65 09 6d 69 63 72 6f 73 6f 66 74 03 63 6f 6d 00 .z...........edge.microsoft.com.
192.168.10.1-192.168.10.103-53-62650-17,192.168.10.103,62650,192.168.10.1,53,17,2026-02-26 18:44:07,19092,1,1,78,202,78,78,78.0,0,202,202,202.0,0,14665.215469337296,104.75153906669497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,28,52.37576953334749,52.37576953334749,78,202,140.0,62.0,3844.0,0,0,0,0,0,0,0,0,1.0,140.0,78.0,202.0,28,0,0,0,0,0,0,1,78,1,202,-1,-1,1,78,0.007615327835083008,0,0.007615327835083008,0.007615327835083008,0,0,0,0,DNS Standard query 0xd18e AAAA edge.microsoft.com.,UDP: d1 8e 01 00 00 01 00 00 00 00 00 00 04 65 64 67 65 09 6d 69 63 72 6f 73 6f 66 74 03 63 6f 6d 00 .............edge.microsoft.com.
192.168.10.1-192.168.10.103-53-62632-17,192.168.10.103,62632,192.168.10.1,53,17,2026-02-26 18:44:07,32397,1,1,78,178,78,78,78.0,0,178,178,178.0,0,7901.725875175697,61.732233399810134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,28,30.866116699905067,30.866116699905067,78,178,128.0,50.0,2500.0,0,0,0,0,0,0,0,0,1.0,128.0,78.0,178.0,28,0,0,0,0,0,0,1,78,1,178,-1,-1,1,78,0,0,0,0,0,0,0,0,DNS Standard query 0x7144 A edge.microsoft.com.,UDP: 71 44 01 00 00 01 00 00 00 00 00 00 04 65 64 67 65 09 6d 69 63 72 6f 73 6f 66 74 03 63 6f 6d 00 qD...........edge.microsoft.com.
151.101.1.229-192.168.10.103-443-57779-17,192.168.10.103,57779,151.101.1.229,443,17,2026-02-26 18:44:09,143707,4,4,3959,3331,1292,83,989.75,523.5123565876931,1322,67,832.75,526.8697063791009,50727.86813879603,55.66844240197095,0.033820152282714844,0.0351048630881199,0.08655190467834473,0.0,0.1437079906463623,0.04790266354878744,0.035901526874904444,0.08655190467834473,6.389617919921875e-05,0.05921292304992676,0.019737641016642254,0.027913239614986957,0.05921292304992676,0.0,0,0,0,0,112,112,27.834221200985475,27.834221200985475,67,1322,911.25,531.0279535956653,281990.6875,0,0,0,0,0,0,0,0,1.0,911.25,989.75,832.75,112,0,0,0,0,0,0,4,3959,4,3331,-1,-1,4,67,0.0032843947410583496,0.002875947304246697,0.006183624267578125,0.00010323524475097656,0,0,0,0,UDP 57779 -> 443 Len=1258,UDP: cd 00 00 00 01 08 af b7 4e ea 49 da dd db 00 00 44 d0 46 a4 9f 4a 7a e2 5a 0a 4e c0 ad 90 d2 ab ........N.I.....D.F..Jz.Z.N.....
104.17.25.14-192.168.10.103-443-64270-17,192.168.10.103,64270,104.17.25.14,443,17,2026-02-26 18:44:09,114484,7,9,4258,4150,1292,85,608.2857142857143,592.2368527843554,1242,64,461.1111111111111,552.2256874472096,73442.53111222642,139.75743313458884,0.012406928198678153,0.023680438068035027,0.059129953384399414,0.0,0.11448407173156738,0.0190806786219279,0.026848147517256955,0.05717897415161133,4.00543212890625e-05,0.05921292304992676,0.007401615381240845,0.01955149287520034,0.059129953384399414,0.0,0,0,0,0,196,252,61.143876996382616,78.61355613820622,64,1292,525.5,574.7324377482099,330317.375,0,0,0,0,0,0,0,0,1.2857142857142858,525.5,608.2857142857143,461.1111111111111,196,0,0,0,0,0,0,7,4258,9,4150,-1,-1,7,64,0,0,0,0,0,0,0,0,UDP 64270 -> 443 Len=1258,"UDP: cc 00 00 00 01 08 6a 4f 23 06 a6 39 e2 4f 00 00 44 d0 f3 fd 7b f2 23 22 7e 77 8b 3a bd b0 6f 87 ......jO#..9.O..D...{.#""~w.:..o."
